Entity,Code,Date,daily_vaccinations_per_million
Oklahoma,,2021-02-02,4217
Oklahoma,,2021-02-03,4235
Oklahoma,,2021-02-04,4373
Oklahoma,,2021-02-05,4477
Oklahoma,,2021-02-06,4728
Oklahoma,,2021-02-07,4901
Oklahoma,,2021-02-08,5144
Oklahoma,,2021-02-09,5146
Oklahoma,,2021-02-10,5198
Oklahoma,,2021-02-11,5198
Oklahoma,,2021-02-12,4681
Oklahoma,,2021-02-13,4317
Oklahoma,,2021-02-14,3921
Oklahoma,,2021-02-15,3698
Oklahoma,,2021-02-16,3842
Oklahoma,,2021-02-17,3250
Oklahoma,,2021-02-18,2602
Oklahoma,,2021-02-19,6252
Oklahoma,,2021-02-20,6140
Oklahoma,,2021-02-21,6629
Oklahoma,,2021-02-22,7319
Oklahoma,,2021-02-23,7653
Oklahoma,,2021-02-24,8629
Oklahoma,,2021-02-25,9642
Oklahoma,,2021-02-26,6952
Oklahoma,,2021-02-27,7801
Oklahoma,,2021-02-28,8282
Oklahoma,,2021-03-01,8225
Oklahoma,,2021-03-02,7873
Oklahoma,,2021-03-03,7667
Oklahoma,,2021-03-04,7722
Oklahoma,,2021-03-05,7472
Oklahoma,,2021-03-06,7190
Oregon,,2021-01-13,2481
Oregon,,2021-01-14,2986
Oregon,,2021-01-15,3283
Oregon,,2021-01-16,3511
Oregon,,2021-01-17,3648
Oregon,,2021-01-18,3739
Oregon,,2021-01-19,3804
Oregon,,2021-01-20,3450
Oregon,,2021-01-21,2951
Oregon,,2021-01-22,3643
Oregon,,2021-01-23,3611
Oregon,,2021-01-24,3536
Oregon,,2021-01-25,3436
Oregon,,2021-01-26,3087
Oregon,,2021-01-27,3677
Oregon,,2021-01-28,4181
Oregon,,2021-01-29,3580
Oregon,,2021-01-30,3791
Oregon,,2021-01-31,4131
Oregon,,2021-02-01,4164
Oregon,,2021-02-02,4411
Oregon,,2021-02-03,4362
Oregon,,2021-02-04,4457
Oregon,,2021-02-05,4327
Oregon,,2021-02-06,4318
Oregon,,2021-02-07,4229
Oregon,,2021-02-08,4431
Oregon,,2021-02-09,4552
Oregon,,2021-02-10,4565
Oregon,,2021-02-11,3965
Oregon,,2021-02-12,3451
Oregon,,2021-02-13,4778
Oregon,,2021-02-14,4694
Oregon,,2021-02-15,4194
Oregon,,2021-02-16,3811
Oregon,,2021-02-17,3514
Oregon,,2021-02-18,4049
Oregon,,2021-02-19,6049
Oregon,,2021-02-20,4872
Oregon,,2021-02-21,5094
Oregon,,2021-02-22,5621
Oregon,,2021-02-23,6088
Oregon,,2021-02-24,5859
Oregon,,2021-02-25,6129
Oregon,,2021-02-26,5427
Oregon,,2021-02-27,5619
Oregon,,2021-02-28,5849
Oregon,,2021-03-01,6091
Oregon,,2021-03-02,5873
Oregon,,2021-03-03,6243
Oregon,,2021-03-04,6216
Oregon,,2021-03-05,5762
Oregon,,2021-03-06,6002
Pennsylvania,,2021-01-13,2968
Pennsylvania,,2021-01-14,2674
Pennsylvania,,2021-01-15,2765
Pennsylvania,,2021-01-16,2544
Pennsylvania,,2021-01-17,2411
Pennsylvania,,2021-01-18,2323
Pennsylvania,,2021-01-19,2259
Pennsylvania,,2021-01-20,2106
Pennsylvania,,2021-01-21,2176
Pennsylvania,,2021-01-22,2285
Pennsylvania,,2021-01-23,2496
Pennsylvania,,2021-01-24,2771
Pennsylvania,,2021-01-25,2862
Pennsylvania,,2021-01-26,2856
Pennsylvania,,2021-01-27,3162
Pennsylvania,,2021-01-28,2800
Pennsylvania,,2021-01-29,3569
Pennsylvania,,2021-01-30,3756
Pennsylvania,,2021-01-31,3834
Pennsylvania,,2021-02-01,3988
Pennsylvania,,2021-02-02,3968
Pennsylvania,,2021-02-03,3416
Pennsylvania,,2021-02-04,4044
Pennsylvania,,2021-02-05,3334
Pennsylvania,,2021-02-06,3415
Pennsylvania,,2021-02-07,3567
Pennsylvania,,2021-02-08,3428
Pennsylvania,,2021-02-09,3596
Pennsylvania,,2021-02-10,4240
Pennsylvania,,2021-02-11,4193
Pennsylvania,,2021-02-12,4434
Pennsylvania,,2021-02-13,3791
Pennsylvania,,2021-02-14,4625
Pennsylvania,,2021-02-15,4309
Pennsylvania,,2021-02-16,3955
Pennsylvania,,2021-02-17,4599
Pennsylvania,,2021-02-18,4556
Pennsylvania,,2021-02-19,5759
Pennsylvania,,2021-02-20,6177
Pennsylvania,,2021-02-21,5407
Pennsylvania,,2021-02-22,5921
Pennsylvania,,2021-02-23,6120
Pennsylvania,,2021-02-24,5303
Pennsylvania,,2021-02-25,5436
Pennsylvania,,2021-02-26,4214
Pennsylvania,,2021-02-27,4957
Pennsylvania,,2021-02-28,4966
Pennsylvania,,2021-03-01,5326
Pennsylvania,,2021-03-02,5639
Pennsylvania,,2021-03-03,5838
Pennsylvania,,2021-03-04,6098
Pennsylvania,,2021-03-05,6774
Pennsylvania,,2021-03-06,6950
Puerto Rico,PRI,2021-01-13,3091
Puerto Rico,PRI,2021-01-14,3181
Puerto Rico,PRI,2021-01-15,3087
Puerto Rico,PRI,2021-01-16,2812
Puerto Rico,PRI,2021-01-17,2647
Puerto Rico,PRI,2021-01-18,2538
Puerto Rico,PRI,2021-01-19,2459
Puerto Rico,PRI,2021-01-20,2335
Puerto Rico,PRI,2021-01-21,2367
Puerto Rico,PRI,2021-01-22,2567
Puerto Rico,PRI,2021-01-23,2807
Puerto Rico,PRI,2021-01-24,3012
Puerto Rico,PRI,2021-01-25,2882
Puerto Rico,PRI,2021-01-26,2646
Puerto Rico,PRI,2021-01-27,2824
Puerto Rico,PRI,2021-01-28,2880
Puerto Rico,PRI,2021-01-29,2808
Puerto Rico,PRI,2021-01-30,2810
Puerto Rico,PRI,2021-01-31,2917
Puerto Rico,PRI,2021-02-01,2944
Puerto Rico,PRI,2021-02-02,2897
Puerto Rico,PRI,2021-02-03,2993
Puerto Rico,PRI,2021-02-04,2959
Puerto Rico,PRI,2021-02-05,2850
Puerto Rico,PRI,2021-02-06,2847
Puerto Rico,PRI,2021-02-07,2250
Puerto Rico,PRI,2021-02-08,2069
Puerto Rico,PRI,2021-02-09,2711
Puerto Rico,PRI,2021-02-10,2581
Puerto Rico,PRI,2021-02-11,2623
Puerto Rico,PRI,2021-02-12,2189
Puerto Rico,PRI,2021-02-13,3182
Puerto Rico,PRI,2021-02-14,3714
Puerto Rico,PRI,2021-02-15,3814
Puerto Rico,PRI,2021-02-16,3271
Puerto Rico,PRI,2021-02-17,3031
Puerto Rico,PRI,2021-02-18,3180
Puerto Rico,PRI,2021-02-19,5001
Puerto Rico,PRI,2021-02-20,4146
Puerto Rico,PRI,2021-02-21,4194
Puerto Rico,PRI,2021-02-22,4102
Puerto Rico,PRI,2021-02-23,4172
Puerto Rico,PRI,2021-02-24,4606
Puerto Rico,PRI,2021-02-25,4562
Puerto Rico,PRI,2021-02-26,3919
Puerto Rico,PRI,2021-02-27,3335
Puerto Rico,PRI,2021-02-28,3272
Puerto Rico,PRI,2021-03-01,3490
Puerto Rico,PRI,2021-03-02,3322
Puerto Rico,PRI,2021-03-03,3261
Puerto Rico,PRI,2021-03-04,3810
Puerto Rico,PRI,2021-03-05,2673
Puerto Rico,PRI,2021-03-06,3287
Republic of Palau,,2021-01-13,17256
Republic of Palau,,2021-01-14,9773
Republic of Palau,,2021-01-15,13068
Republic of Palau,,2021-01-16,12565
Republic of Palau,,2021-01-17,12286
Republic of Palau,,2021-01-18,12118
Republic of Palau,,2021-01-19,11951
Republic of Palau,,2021-01-20,9996
Republic of Palau,,2021-01-21,13068
Republic of Palau,,2021-01-22,10275
Republic of Palau,,2021-01-23,10890
Republic of Palau,,2021-01-24,12174
Republic of Palau,,2021-01-25,10610
Republic of Palau,,2021-01-26,9047
Republic of Palau,,2021-01-27,8488
Republic of Palau,,2021-01-28,5305
Republic of Palau,,2021-01-29,5473
Republic of Palau,,2021-01-30,3406
Republic of Palau,,2021-01-31,503
Republic of Palau,,2021-02-01,503
Republic of Palau,,2021-02-02,1005
Republic of Palau,,2021-02-03,1452
Republic of Palau,,2021-02-04,1284
Republic of Palau,,2021-02-05,2178
Republic of Palau,,2021-02-06,2010
Republic of Palau,,2021-02-07,2848
Republic of Palau,,2021-02-08,2848
Republic of Palau,,2021-02-09,2345
Republic of Palau,,2021-02-10,2401
Republic of Palau,,2021-02-11,4803
Republic of Palau,,2021-02-12,4077
Republic of Palau,,2021-02-13,6813
Republic of Palau,,2021-02-14,6813
Republic of Palau,,2021-02-15,8209
Republic of Palau,,2021-02-16,9661
Republic of Palau,,2021-02-17,11839
Republic of Palau,,2021-02-18,11839
Republic of Palau,,2021-02-19,14799
Republic of Palau,,2021-02-20,14464
Republic of Palau,,2021-02-21,15916
Republic of Palau,,2021-02-22,14464
Republic of Palau,,2021-02-23,19099
Republic of Palau,,2021-02-24,16474
Republic of Palau,,2021-02-25,22338
Republic of Palau,,2021-02-26,19266
Republic of Palau,,2021-02-27,16921
Republic of Palau,,2021-02-28,14910
Republic of Palau,,2021-03-01,14910
Republic of Palau,,2021-03-02,8879
Republic of Palau,,2021-03-03,8879
Republic of Palau,,2021-03-04,614
Republic of Palau,,2021-03-05,335
Republic of Palau,,2021-03-06,335
Rhode Island,,2021-01-13,2322
Rhode Island,,2021-01-14,2503
Rhode Island,,2021-01-15,2511
Rhode Island,,2021-01-16,2268
Rhode Island,,2021-01-17,2123
Rhode Island,,2021-01-18,2027
Rhode Island,,2021-01-19,1957
Rhode Island,,2021-01-20,1967
Rhode Island,,2021-01-21,1907
Rhode Island,,2021-01-22,1946
Rhode Island,,2021-01-23,1897
Rhode Island,,2021-01-24,2259
Rhode Island,,2021-01-25,2423
Rhode Island,,2021-01-26,2452
Rhode Island,,2021-01-27,2653
Rhode Island,,2021-01-28,2849
Rhode Island,,2021-01-29,2917
Rhode Island,,2021-01-30,3350
Rhode Island,,2021-01-31,3184
Rhode Island,,2021-02-01,3212
Rhode Island,,2021-02-02,3679
Rhode Island,,2021-02-03,3397
Rhode Island,,2021-02-04,3201
Rhode Island,,2021-02-05,3148
Rhode Island,,2021-02-06,3201
Rhode Island,,2021-02-07,3492
Rhode Island,,2021-02-08,3539
Rhode Island,,2021-02-09,3040
Rhode Island,,2021-02-10,3167
Rhode Island,,2021-02-11,3243
Rhode Island,,2021-02-12,3366
Rhode Island,,2021-02-13,3381
Rhode Island,,2021-02-14,3248
Rhode Island,,2021-02-15,3183
Rhode Island,,2021-02-16,3363
Rhode Island,,2021-02-17,3570
Rhode Island,,2021-02-18,4315
Rhode Island,,2021-02-19,6717
Rhode Island,,2021-02-20,7281
Rhode Island,,2021-02-21,7750
Rhode Island,,2021-02-22,8354
Rhode Island,,2021-02-23,8717
Rhode Island,,2021-02-24,9043
Rhode Island,,2021-02-25,9004
Rhode Island,,2021-02-26,7169
Rhode Island,,2021-02-27,7378
Rhode Island,,2021-02-28,7839
Rhode Island,,2021-03-01,8560
Rhode Island,,2021-03-02,8650
Rhode Island,,2021-03-03,8667
Rhode Island,,2021-03-04,8667
Rhode Island,,2021-03-05,8852
Rhode Island,,2021-03-06,8722
South Carolina,,2021-01-13,3654
South Carolina,,2021-01-14,3378
South Carolina,,2021-01-15,2639
South Carolina,,2021-01-16,2772
South Carolina,,2021-01-17,2852
South Carolina,,2021-01-18,2906
South Carolina,,2021-01-19,2944
South Carolina,,2021-01-20,2573
South Carolina,,2021-01-21,2602
South Carolina,,2021-01-22,2973
South Carolina,,2021-01-23,3079
South Carolina,,2021-01-24,3449
South Carolina,,2021-01-25,3788
South Carolina,,2021-01-26,3608
South Carolina,,2021-01-27,3729
South Carolina,,2021-01-28,4171
South Carolina,,2021-01-29,4333
South Carolina,,2021-01-30,4403
South Carolina,,2021-01-31,4460
South Carolina,,2021-02-01,4312
South Carolina,,2021-02-02,4259
South Carolina,,2021-02-03,4223
South Carolina,,2021-02-04,3815
South Carolina,,2021-02-05,3711
South Carolina,,2021-02-06,3746
South Carolina,,2021-02-07,3590
South Carolina,,2021-02-08,3411
South Carolina,,2021-02-09,3191
South Carolina,,2021-02-10,3575
South Carolina,,2021-02-11,3636
South Carolina,,2021-02-12,3620
South Carolina,,2021-02-13,3661
South Carolina,,2021-02-14,3753
South Carolina,,2021-02-15,3763
South Carolina,,2021-02-16,4239
South Carolina,,2021-02-17,4089
South Carolina,,2021-02-18,4151
South Carolina,,2021-02-19,5513
South Carolina,,2021-02-20,5686
South Carolina,,2021-02-21,5729
South Carolina,,2021-02-22,5862
South Carolina,,2021-02-23,5623
South Carolina,,2021-02-24,6056
South Carolina,,2021-02-25,6097
South Carolina,,2021-02-26,4918
South Carolina,,2021-02-27,4944
South Carolina,,2021-02-28,4880
South Carolina,,2021-03-01,5112
South Carolina,,2021-03-02,5047
South Carolina,,2021-03-03,4897
South Carolina,,2021-03-04,5685
South Carolina,,2021-03-05,5745
South Carolina,,2021-03-06,6287
South Dakota,,2021-01-13,2277
South Dakota,,2021-01-14,3157
South Dakota,,2021-01-15,3167
South Dakota,,2021-01-16,2659
South Dakota,,2021-01-17,2353
South Dakota,,2021-01-18,2150
South Dakota,,2021-01-19,2005
South Dakota,,2021-01-20,1907
South Dakota,,2021-01-21,1792
South Dakota,,2021-01-22,2186
South Dakota,,2021-01-23,3084
South Dakota,,2021-01-24,3445
South Dakota,,2021-01-25,3617
South Dakota,,2021-01-26,3505
South Dakota,,2021-01-27,3951
South Dakota,,2021-01-28,4263
South Dakota,,2021-01-29,4293
South Dakota,,2021-01-30,4142
South Dakota,,2021-01-31,4121
South Dakota,,2021-02-01,4065
South Dakota,,2021-02-02,4066
South Dakota,,2021-02-03,3873
South Dakota,,2021-02-04,3859
South Dakota,,2021-02-05,3934
South Dakota,,2021-02-06,3996
South Dakota,,2021-02-07,4115
South Dakota,,2021-02-08,4099
South Dakota,,2021-02-09,4074
South Dakota,,2021-02-10,4113
South Dakota,,2021-02-11,4207
South Dakota,,2021-02-12,4372
South Dakota,,2021-02-13,4430
South Dakota,,2021-02-14,4648
South Dakota,,2021-02-15,4600
South Dakota,,2021-02-16,4788
South Dakota,,2021-02-17,4752
South Dakota,,2021-02-18,4754
South Dakota,,2021-02-19,11228
South Dakota,,2021-02-20,11436
South Dakota,,2021-02-21,11707
South Dakota,,2021-02-22,12016
South Dakota,,2021-02-23,12006
South Dakota,,2021-02-24,12409
South Dakota,,2021-02-25,12764
South Dakota,,2021-02-26,6678
South Dakota,,2021-02-27,7015
South Dakota,,2021-02-28,7358
South Dakota,,2021-03-01,7446
South Dakota,,2021-03-02,7323
South Dakota,,2021-03-03,7258
South Dakota,,2021-03-04,7194
South Dakota,,2021-03-05,7239
South Dakota,,2021-03-06,7314
Tennessee,,2021-01-13,1970
Tennessee,,2021-01-14,985
Tennessee,,2021-01-15,2542
Tennessee,,2021-01-16,2350
Tennessee,,2021-01-17,2235
Tennessee,,2021-01-18,2158
Tennessee,,2021-01-19,2103
Tennessee,,2021-01-20,1963
Tennessee,,2021-01-21,2321
Tennessee,,2021-01-22,2055
Tennessee,,2021-01-23,2274
Tennessee,,2021-01-24,2604
Tennessee,,2021-01-25,2572
Tennessee,,2021-01-26,2429
Tennessee,,2021-01-27,2701
Tennessee,,2021-01-28,2811
Tennessee,,2021-01-29,3019
Tennessee,,2021-01-30,3138
Tennessee,,2021-01-31,3288
Tennessee,,2021-02-01,3457
Tennessee,,2021-02-02,3430
Tennessee,,2021-02-03,3560
Tennessee,,2021-02-04,3644
Tennessee,,2021-02-05,3610
Tennessee,,2021-02-06,3727
Tennessee,,2021-02-07,3803
Tennessee,,2021-02-08,3719
Tennessee,,2021-02-09,3769
Tennessee,,2021-02-10,3804
Tennessee,,2021-02-11,3810
Tennessee,,2021-02-12,3831
Tennessee,,2021-02-13,3650
Tennessee,,2021-02-14,3683
Tennessee,,2021-02-15,3646
Tennessee,,2021-02-16,3784
Tennessee,,2021-02-17,3343
Tennessee,,2021-02-18,3096
Tennessee,,2021-02-19,3806
Tennessee,,2021-02-20,3578
Tennessee,,2021-02-21,3139
Tennessee,,2021-02-22,3154
Tennessee,,2021-02-23,3072
Tennessee,,2021-02-24,3692
Tennessee,,2021-02-25,4096
Tennessee,,2021-02-26,3635
Tennessee,,2021-02-27,4261
Tennessee,,2021-02-28,5068
Tennessee,,2021-03-01,5519
Tennessee,,2021-03-02,5560
Tennessee,,2021-03-03,5847
Tennessee,,2021-03-04,5908
Tennessee,,2021-03-05,5922
Tennessee,,2021-03-06,5841
Texas,,2021-01-13,2296
Texas,,2021-01-14,2279
Texas,,2021-01-15,2860
Texas,,2021-01-16,2670
Texas,,2021-01-17,2557
Texas,,2021-01-18,2481
Texas,,2021-01-19,2427
Texas,,2021-01-20,2432
Texas,,2021-01-21,2468
Texas,,2021-01-22,2387
Texas,,2021-01-23,2496
Texas,,2021-01-24,2371
Texas,,2021-01-25,2271
Texas,,2021-01-26,2532
Texas,,2021-01-27,2476
Texas,,2021-01-28,2771
Texas,,2021-01-29,2833
Texas,,2021-01-30,3019
Texas,,2021-01-31,3181
Texas,,2021-02-01,3410
Texas,,2021-02-02,2849
Texas,,2021-02-03,3343
Texas,,2021-02-04,3441
Texas,,2021-02-05,3502
Texas,,2021-02-06,3780
Texas,,2021-02-07,4127
Texas,,2021-02-08,4069
Texas,,2021-02-09,4631
Texas,,2021-02-10,4512
Texas,,2021-02-11,4449
Texas,,2021-02-12,4645
Texas,,2021-02-13,4434
Texas,,2021-02-14,4371
Texas,,2021-02-15,4301
Texas,,2021-02-16,4041
Texas,,2021-02-17,3664
Texas,,2021-02-18,3081
Texas,,2021-02-19,3296
Texas,,2021-02-20,2989
Texas,,2021-02-21,2661
Texas,,2021-02-22,2543
Texas,,2021-02-23,2680
Texas,,2021-02-24,3014
Texas,,2021-02-25,3811
Texas,,2021-02-26,3599
Texas,,2021-02-27,3844
Texas,,2021-02-28,4398
Texas,,2021-03-01,4244
Texas,,2021-03-02,5697
Texas,,2021-03-03,6245
Texas,,2021-03-04,6266
Texas,,2021-03-05,6494
Texas,,2021-03-06,7067
United States,USA,2020-12-21,174
United States,USA,2020-12-22,384
United States,USA,2020-12-23,454
United States,USA,2020-12-24,575
United States,USA,2020-12-25,648
United States,USA,2020-12-26,697
United States,USA,2020-12-27,637
United States,USA,2020-12-28,651
United States,USA,2020-12-29,710
United States,USA,2020-12-30,769
United States,USA,2020-12-31,840
United States,USA,2021-01-01,911
United States,USA,2021-01-02,982
United States,USA,2021-01-03,1015
United States,USA,2021-01-04,1048
United States,USA,2021-01-05,1022
United States,USA,2021-01-06,1081
United States,USA,2021-01-07,1139
United States,USA,2021-01-08,1265
United States,USA,2021-01-09,1389
United States,USA,2021-01-10,1647
United States,USA,2021-01-11,1904
United States,USA,2021-01-12,1932
United States,USA,2021-01-13,2139
United States,USA,2021-01-14,2250
United States,USA,2021-01-15,2406
United States,USA,2021-01-16,2445
United States,USA,2021-01-17,2484
United States,USA,2021-01-18,2523
United States,USA,2021-01-19,2745
United States,USA,2021-01-20,2688
United States,USA,2021-01-21,2753
United States,USA,2021-01-22,2938
United States,USA,2021-01-23,3185
United States,USA,2021-01-24,3380
United States,USA,2021-01-25,3392
United States,USA,2021-01-26,3371
United States,USA,2021-01-27,3497
United States,USA,2021-01-28,3721
United States,USA,2021-01-29,3777
United States,USA,2021-01-30,3890
United States,USA,2021-01-31,3991
United States,USA,2021-02-01,4083
United States,USA,2021-02-02,3976
United States,USA,2021-02-03,3970
United States,USA,2021-02-04,3877
United States,USA,2021-02-05,3845
United States,USA,2021-02-06,4071
United States,USA,2021-02-07,4341
United States,USA,2021-02-08,4387
United States,USA,2021-02-09,4486
United States,USA,2021-02-10,4687
United States,USA,2021-02-11,4814
United States,USA,2021-02-12,4988
United States,USA,2021-02-13,4993
United States,USA,2021-02-14,5023
United States,USA,2021-02-15,5006
United States,USA,2021-02-16,5170
United States,USA,2021-02-17,4954
United States,USA,2021-02-18,4883
United States,USA,2021-02-19,4808
United States,USA,2021-02-20,4582
United States,USA,2021-02-21,4392
United States,USA,2021-02-22,4357
United States,USA,2021-02-23,4222
United States,USA,2021-02-24,4382
United States,USA,2021-02-25,4534
United States,USA,2021-02-26,4677
United States,USA,2021-02-27,4956
United States,USA,2021-02-28,5226
United States,USA,2021-03-01,5474
United States,USA,2021-03-02,5852
United States,USA,2021-03-03,6057
United States,USA,2021-03-04,6153
United States,USA,2021-03-05,6263
United States,USA,2021-03-06,6500
Utah,,2021-01-13,2748
Utah,,2021-01-14,3144
Utah,,2021-01-15,3430
Utah,,2021-01-16,3254
Utah,,2021-01-17,3149
Utah,,2021-01-18,3079
Utah,,2021-01-19,3029
Utah,,2021-01-20,3465
Utah,,2021-01-21,3306
Utah,,2021-01-22,3321
Utah,,2021-01-23,2931
Utah,,2021-01-24,2541
Utah,,2021-01-25,3322
Utah,,2021-01-26,2995
Utah,,2021-01-27,2585
Utah,,2021-01-28,2238
Utah,,2021-01-29,3048
Utah,,2021-01-30,3733
Utah,,2021-01-31,3733
Utah,,2021-02-01,4190
Utah,,2021-02-02,4198
Utah,,2021-02-03,3780
Utah,,2021-02-04,5065
Utah,,2021-02-05,4695
Utah,,2021-02-06,5070
Utah,,2021-02-07,5070
Utah,,2021-02-08,8181
Utah,,2021-02-09,8272
Utah,,2021-02-10,8272
Utah,,2021-02-11,6987
Utah,,2021-02-12,5961
Utah,,2021-02-13,4901
Utah,,2021-02-14,4901
Utah,,2021-02-15,660
Utah,,2021-02-16,997
Utah,,2021-02-17,997
Utah,,2021-02-18,1848
Utah,,2021-02-19,3314
Utah,,2021-02-20,4447
Utah,,2021-02-21,4470
Utah,,2021-02-22,3985
Utah,,2021-02-23,3494
Utah,,2021-02-24,4302
Utah,,2021-02-25,4914
Utah,,2021-02-26,3472
Utah,,2021-02-27,3467
Utah,,2021-02-28,3472
Utah,,2021-03-01,3459
Utah,,2021-03-02,4957
Utah,,2021-03-03,5202
Utah,,2021-03-04,3760
Utah,,2021-03-05,5979
Utah,,2021-03-06,6441
Vermont,,2021-01-13,6112
Vermont,,2021-01-14,3056
Vermont,,2021-01-15,3587
Vermont,,2021-01-16,3502
Vermont,,2021-01-17,3452
Vermont,,2021-01-18,3418
Vermont,,2021-01-19,3394
Vermont,,2021-01-20,2574
Vermont,,2021-01-21,3037
Vermont,,2021-01-22,3200
Vermont,,2021-01-23,3418
Vermont,,2021-01-24,3513
Vermont,,2021-01-25,3450
Vermont,,2021-01-26,3167
Vermont,,2021-01-27,3333
Vermont,,2021-01-28,3672
Vermont,,2021-01-29,3500
Vermont,,2021-01-30,3285
Vermont,,2021-01-31,3505
Vermont,,2021-02-01,4305
Vermont,,2021-02-02,4489
Vermont,,2021-02-03,4428
Vermont,,2021-02-04,4196
Vermont,,2021-02-05,4194
Vermont,,2021-02-06,4399
Vermont,,2021-02-07,4579
Vermont,,2021-02-08,4098
Vermont,,2021-02-09,4354
Vermont,,2021-02-10,4383
Vermont,,2021-02-11,4513
Vermont,,2021-02-12,4575
Vermont,,2021-02-13,4516
Vermont,,2021-02-14,4489
Vermont,,2021-02-15,4707
Vermont,,2021-02-16,5026
Vermont,,2021-02-17,5059
Vermont,,2021-02-18,4870
Vermont,,2021-02-19,6314
Vermont,,2021-02-20,6729
Vermont,,2021-02-21,6950
Vermont,,2021-02-22,6994
Vermont,,2021-02-23,6662
Vermont,,2021-02-24,6641
Vermont,,2021-02-25,6787
Vermont,,2021-02-26,5476
Vermont,,2021-02-27,5681
Vermont,,2021-02-28,5819
Vermont,,2021-03-01,6093
Vermont,,2021-03-02,6290
Vermont,,2021-03-03,6458
Vermont,,2021-03-04,6396
Vermont,,2021-03-05,6420
Vermont,,2021-03-06,6273
Virgin Islands,,2021-01-13,3009
Virgin Islands,,2021-01-14,2598
Virgin Islands,,2021-01-15,2388
Virgin Islands,,2021-01-16,2092
Virgin Islands,,2021-01-17,1920
Virgin Islands,,2021-01-18,1796
Virgin Islands,,2021-01-19,1710
Virgin Islands,,2021-01-20,1672
Virgin Islands,,2021-01-21,1806
Virgin Islands,,2021-01-22,1968
Virgin Islands,,2021-01-23,2178
Virgin Islands,,2021-01-24,2044
Virgin Islands,,2021-01-25,1901
Virgin Islands,,2021-01-26,2197
Virgin Islands,,2021-01-27,2398
Virgin Islands,,2021-01-28,2560
Virgin Islands,,2021-01-29,2981
Virgin Islands,,2021-01-30,3563
Virgin Islands,,2021-01-31,3592
Virgin Islands,,2021-02-01,3707
Virgin Islands,,2021-02-02,4041
Virgin Islands,,2021-02-03,4385
Virgin Islands,,2021-02-04,4901
Virgin Islands,,2021-02-05,4948
Virgin Islands,,2021-02-06,4776
Virgin Islands,,2021-02-07,4738
Virgin Islands,,2021-02-08,4662
Virgin Islands,,2021-02-09,4576
Virgin Islands,,2021-02-10,4547
Virgin Islands,,2021-02-11,4031
Virgin Islands,,2021-02-12,3831
Virgin Islands,,2021-02-13,3707
Virgin Islands,,2021-02-14,3840
Virgin Islands,,2021-02-15,3850
Virgin Islands,,2021-02-16,3210
Virgin Islands,,2021-02-17,3334
Virgin Islands,,2021-02-18,3382
Virgin Islands,,2021-02-19,4308
Virgin Islands,,2021-02-20,4977
Virgin Islands,,2021-02-21,5235
Virgin Islands,,2021-02-22,5235
Virgin Islands,,2021-02-23,6104
Virgin Islands,,2021-02-24,5846
Virgin Islands,,2021-02-25,5636
Virgin Islands,,2021-02-26,5235
Virgin Islands,,2021-02-27,4490
Virgin Islands,,2021-02-28,4433
Virgin Islands,,2021-03-01,4480
Virgin Islands,,2021-03-02,3878
Virgin Islands,,2021-03-03,3687
Virgin Islands,,2021-03-04,5235
Virgin Islands,,2021-03-05,5025
Virgin Islands,,2021-03-06,5321
Virginia,,2021-01-13,3190
Virginia,,2021-01-14,1595
Virginia,,2021-01-15,2094
Virginia,,2021-01-16,2176
Virginia,,2021-01-17,2225
Virginia,,2021-01-18,2258
Virginia,,2021-01-19,2281
Virginia,,2021-01-20,2101
Virginia,,2021-01-21,2414
Virginia,,2021-01-22,2631
Virginia,,2021-01-23,2751
Virginia,,2021-01-24,2780
Virginia,,2021-01-25,2958
Virginia,,2021-01-26,4484
Virginia,,2021-01-27,4781
Virginia,,2021-01-28,5127
Virginia,,2021-01-29,5411
Virginia,,2021-01-30,5969
Virginia,,2021-01-31,6386
Virginia,,2021-02-01,6491
Virginia,,2021-02-02,5128
Virginia,,2021-02-03,4919
Virginia,,2021-02-04,4697
Virginia,,2021-02-05,4504
Virginia,,2021-02-06,4463
Virginia,,2021-02-07,4521
Virginia,,2021-02-08,4432
Virginia,,2021-02-09,4358
Virginia,,2021-02-10,4425
Virginia,,2021-02-11,4588
Virginia,,2021-02-12,4703
Virginia,,2021-02-13,4648
Virginia,,2021-02-14,4215
Virginia,,2021-02-15,4314
Virginia,,2021-02-16,4517
Virginia,,2021-02-17,4565
Virginia,,2021-02-18,4696
Virginia,,2021-02-19,6203
Virginia,,2021-02-20,5706
Virginia,,2021-02-21,5859
Virginia,,2021-02-22,5725
Virginia,,2021-02-23,5597
Virginia,,2021-02-24,5747
Virginia,,2021-02-25,5774
Virginia,,2021-02-26,4641
Virginia,,2021-02-27,5549
Virginia,,2021-02-28,6375
Virginia,,2021-03-01,6719
Virginia,,2021-03-02,6787
Virginia,,2021-03-03,6982
Virginia,,2021-03-04,7292
Virginia,,2021-03-05,7024
Virginia,,2021-03-06,6526
Washington,,2021-01-13,1664
Washington,,2021-01-14,1948
Washington,,2021-01-15,2059
Washington,,2021-01-16,2189
Washington,,2021-01-17,2268
Washington,,2021-01-18,2320
Washington,,2021-01-19,2357
Washington,,2021-01-20,2599
Washington,,2021-01-21,2780
Washington,,2021-01-22,3012
Washington,,2021-01-23,3278
Washington,,2021-01-24,3142
Washington,,2021-01-25,3513
Washington,,2021-01-26,3497
