Entity,Code,Date,total_vaccinations_per_hundred
Northern Mariana Islands,MNP,2021-02-21,27.99
Northern Mariana Islands,MNP,2021-02-22,28.29
Northern Mariana Islands,MNP,2021-02-23,28.8
Northern Mariana Islands,MNP,2021-02-24,30.02
Northern Mariana Islands,MNP,2021-02-25,30.72
Northern Mariana Islands,MNP,2021-02-26,31.33
Northern Mariana Islands,MNP,2021-02-27,31.86
Northern Mariana Islands,MNP,2021-02-28,32.28
Northern Mariana Islands,MNP,2021-03-01,32.67
Northern Mariana Islands,MNP,2021-03-02,33.22
Northern Mariana Islands,MNP,2021-03-03,33.8
Northern Mariana Islands,MNP,2021-03-04,34.42
Northern Mariana Islands,MNP,2021-03-05,34.99
Northern Mariana Islands,MNP,2021-03-06,35.7
Ohio,,2021-01-12,2.67
Ohio,,2021-01-13,2.82
Ohio,,2021-01-14,2.98
Ohio,,2021-01-15,3.21
Ohio,,2021-01-19,4.04
Ohio,,2021-01-20,4.17
Ohio,,2021-01-21,4.17
Ohio,,2021-01-22,4.67
Ohio,,2021-01-23,5.09
Ohio,,2021-01-24,5.54
Ohio,,2021-01-25,5.86
Ohio,,2021-01-26,6.06
Ohio,,2021-01-27,6.38
Ohio,,2021-01-28,6.76
Ohio,,2021-01-29,7.21
Ohio,,2021-01-30,7.79
Ohio,,2021-01-31,8.16
Ohio,,2021-02-01,8.6
Ohio,,2021-02-02,8.94
Ohio,,2021-02-03,9.28
Ohio,,2021-02-04,9.65
Ohio,,2021-02-05,10.07
Ohio,,2021-02-06,10.63
Ohio,,2021-02-07,11.07
Ohio,,2021-02-08,11.52
Ohio,,2021-02-09,11.75
Ohio,,2021-02-10,12.03
Ohio,,2021-02-11,12.48
Ohio,,2021-02-12,13.18
Ohio,,2021-02-13,13.8
Ohio,,2021-02-14,14.47
Ohio,,2021-02-16,15.36
Ohio,,2021-02-17,15.61
Ohio,,2021-02-18,15.92
Ohio,,2021-02-19,17.11
Ohio,,2021-02-20,17.68
Ohio,,2021-02-21,18.31
Ohio,,2021-02-22,18.79
Ohio,,2021-02-23,19.07
Ohio,,2021-02-24,19.58
Ohio,,2021-02-25,20.12
Ohio,,2021-02-26,20.64
Ohio,,2021-02-27,21.4
Ohio,,2021-02-28,22.24
Ohio,,2021-03-01,22.76
Ohio,,2021-03-02,23.3
Ohio,,2021-03-03,23.87
Ohio,,2021-03-04,24.39
Ohio,,2021-03-05,24.96
Ohio,,2021-03-06,25.9
Oklahoma,,2021-01-12,3.99
Oklahoma,,2021-01-13,4.36
Oklahoma,,2021-01-14,4.73
Oklahoma,,2021-01-15,5.14
Oklahoma,,2021-01-19,6.12
Oklahoma,,2021-01-20,6.36
Oklahoma,,2021-01-21,6.76
Oklahoma,,2021-01-22,7.27
Oklahoma,,2021-01-23,7.7
Oklahoma,,2021-01-24,8.16
Oklahoma,,2021-01-25,8.25
Oklahoma,,2021-01-26,8.31
Oklahoma,,2021-01-27,8.72
Oklahoma,,2021-01-28,9.18
Oklahoma,,2021-01-29,9.77
Oklahoma,,2021-01-30,10.37
Oklahoma,,2021-01-31,11.07
Oklahoma,,2021-02-01,11.21
Oklahoma,,2021-02-02,11.26
Oklahoma,,2021-02-03,11.69
Oklahoma,,2021-02-04,12.24
Oklahoma,,2021-02-05,12.91
Oklahoma,,2021-02-06,13.68
Oklahoma,,2021-02-07,14.5
Oklahoma,,2021-02-08,14.81
Oklahoma,,2021-02-09,14.86
Oklahoma,,2021-02-10,15.32
Oklahoma,,2021-02-11,15.88
Oklahoma,,2021-02-12,16.18
Oklahoma,,2021-02-13,16.7
Oklahoma,,2021-02-14,17.24
Oklahoma,,2021-02-16,17.55
Oklahoma,,2021-02-17,17.6
Oklahoma,,2021-02-18,17.7
Oklahoma,,2021-02-19,20.56
Oklahoma,,2021-02-20,21
Oklahoma,,2021-02-21,21.88
Oklahoma,,2021-02-22,22.52
Oklahoma,,2021-02-23,22.91
Oklahoma,,2021-02-24,23.64
Oklahoma,,2021-02-25,24.45
Oklahoma,,2021-02-26,25.42
Oklahoma,,2021-02-27,26.46
Oklahoma,,2021-02-28,27.68
Oklahoma,,2021-03-01,28.28
Oklahoma,,2021-03-02,28.42
Oklahoma,,2021-03-03,29.01
Oklahoma,,2021-03-04,29.86
Oklahoma,,2021-03-05,30.66
Oklahoma,,2021-03-06,31.49
Oregon,,2021-01-12,2.48
Oregon,,2021-01-13,2.73
Oregon,,2021-01-14,3.08
Oregon,,2021-01-15,3.46
Oregon,,2021-01-19,5.14
Oregon,,2021-01-20,5.14
Oregon,,2021-01-21,5.14
Oregon,,2021-01-22,6.02
Oregon,,2021-01-23,6.41
Oregon,,2021-01-24,6.78
Oregon,,2021-01-25,7.13
Oregon,,2021-01-26,7.3
Oregon,,2021-01-27,7.72
Oregon,,2021-01-28,8.07
Oregon,,2021-01-29,8.52
Oregon,,2021-01-30,9.07
Oregon,,2021-01-31,9.67
Oregon,,2021-02-01,10.04
Oregon,,2021-02-02,10.39
Oregon,,2021-02-03,10.77
Oregon,,2021-02-04,11.19
Oregon,,2021-02-05,11.55
Oregon,,2021-02-06,12.09
Oregon,,2021-02-07,12.63
Oregon,,2021-02-08,13.15
Oregon,,2021-02-09,13.58
Oregon,,2021-02-10,13.97
Oregon,,2021-02-11,13.97
Oregon,,2021-02-12,13.97
Oregon,,2021-02-13,15.43
Oregon,,2021-02-14,15.92
Oregon,,2021-02-16,16.25
Oregon,,2021-02-17,16.42
Oregon,,2021-02-18,16.8
Oregon,,2021-02-19,18.2
Oregon,,2021-02-20,18.84
Oregon,,2021-02-21,19.48
Oregon,,2021-02-22,20.02
Oregon,,2021-02-23,20.51
Oregon,,2021-02-24,20.53
Oregon,,2021-02-25,21.09
Oregon,,2021-02-26,22
Oregon,,2021-02-27,22.78
Oregon,,2021-02-28,23.58
Oregon,,2021-03-01,24.28
Oregon,,2021-03-02,24.62
Oregon,,2021-03-03,24.9
Oregon,,2021-03-04,25.44
Oregon,,2021-03-05,26.03
Oregon,,2021-03-06,26.98
Pennsylvania,,2021-01-12,2.67
Pennsylvania,,2021-01-13,2.97
Pennsylvania,,2021-01-14,3.21
Pennsylvania,,2021-01-15,3.5
Pennsylvania,,2021-01-19,4.25
Pennsylvania,,2021-01-20,4.44
Pennsylvania,,2021-01-21,4.73
Pennsylvania,,2021-01-22,5.1
Pennsylvania,,2021-01-23,5.44
Pennsylvania,,2021-01-24,5.82
Pennsylvania,,2021-01-25,6.07
Pennsylvania,,2021-01-26,6.25
Pennsylvania,,2021-01-27,6.65
Pennsylvania,,2021-01-28,6.69
Pennsylvania,,2021-01-29,7.6
Pennsylvania,,2021-01-30,8.06
Pennsylvania,,2021-01-31,8.5
Pennsylvania,,2021-02-01,8.86
Pennsylvania,,2021-02-02,9.03
Pennsylvania,,2021-02-03,9.05
Pennsylvania,,2021-02-04,9.52
Pennsylvania,,2021-02-05,9.93
Pennsylvania,,2021-02-06,10.46
Pennsylvania,,2021-02-07,11
Pennsylvania,,2021-02-08,11.26
Pennsylvania,,2021-02-09,11.55
Pennsylvania,,2021-02-10,12.01
Pennsylvania,,2021-02-11,12.46
Pennsylvania,,2021-02-12,13.04
Pennsylvania,,2021-02-13,13.11
Pennsylvania,,2021-02-14,14.24
Pennsylvania,,2021-02-16,14.32
Pennsylvania,,2021-02-17,15.23
Pennsylvania,,2021-02-18,15.64
Pennsylvania,,2021-02-19,17.07
Pennsylvania,,2021-02-20,17.43
Pennsylvania,,2021-02-21,18.02
Pennsylvania,,2021-02-22,18.42
Pennsylvania,,2021-02-23,18.6
Pennsylvania,,2021-02-24,18.95
Pennsylvania,,2021-02-25,19.45
Pennsylvania,,2021-02-26,20.02
Pennsylvania,,2021-02-27,20.9
Pennsylvania,,2021-02-28,21.5
Pennsylvania,,2021-03-01,22.15
Pennsylvania,,2021-03-02,22.55
Pennsylvania,,2021-03-03,23.03
Pennsylvania,,2021-03-04,23.72
Pennsylvania,,2021-03-05,24.76
Pennsylvania,,2021-03-06,25.77
Puerto Rico,PRI,2021-01-12,2.34
Puerto Rico,PRI,2021-01-13,2.64
Puerto Rico,PRI,2021-01-14,2.97
Puerto Rico,PRI,2021-01-15,3.26
Puerto Rico,PRI,2021-01-19,4.06
Puerto Rico,PRI,2021-01-20,4.28
Puerto Rico,PRI,2021-01-21,4.63
Puerto Rico,PRI,2021-01-22,5.06
Puerto Rico,PRI,2021-01-23,5.42
Puerto Rico,PRI,2021-01-24,5.77
Puerto Rico,PRI,2021-01-25,5.88
Puerto Rico,PRI,2021-01-26,5.91
Puerto Rico,PRI,2021-01-27,6.25
Puerto Rico,PRI,2021-01-28,6.64
Puerto Rico,PRI,2021-01-29,7.02
Puerto Rico,PRI,2021-01-30,7.39
Puerto Rico,PRI,2021-01-31,7.81
Puerto Rico,PRI,2021-02-01,7.94
Puerto Rico,PRI,2021-02-02,7.94
Puerto Rico,PRI,2021-02-03,8.35
Puerto Rico,PRI,2021-02-04,8.72
Puerto Rico,PRI,2021-02-05,9.02
Puerto Rico,PRI,2021-02-06,9.38
Puerto Rico,PRI,2021-02-07,9.38
Puerto Rico,PRI,2021-02-08,9.38
Puerto Rico,PRI,2021-02-09,9.83
Puerto Rico,PRI,2021-02-10,10.16
Puerto Rico,PRI,2021-02-11,10.55
Puerto Rico,PRI,2021-02-12,10.55
Puerto Rico,PRI,2021-02-13,11.61
Puerto Rico,PRI,2021-02-14,11.98
Puerto Rico,PRI,2021-02-16,12.12
Puerto Rico,PRI,2021-02-17,12.28
Puerto Rico,PRI,2021-02-18,12.78
Puerto Rico,PRI,2021-02-19,14.05
Puerto Rico,PRI,2021-02-20,14.51
Puerto Rico,PRI,2021-02-21,14.92
Puerto Rico,PRI,2021-02-22,14.92
Puerto Rico,PRI,2021-02-23,15.04
Puerto Rico,PRI,2021-02-24,15.5
Puerto Rico,PRI,2021-02-25,15.97
Puerto Rico,PRI,2021-02-26,16.79
Puerto Rico,PRI,2021-02-27,16.85
Puerto Rico,PRI,2021-02-28,17.21
Puerto Rico,PRI,2021-03-01,17.37
Puerto Rico,PRI,2021-03-02,17.37
Puerto Rico,PRI,2021-03-03,17.79
Puerto Rico,PRI,2021-03-04,18.64
Puerto Rico,PRI,2021-03-05,18.67
Puerto Rico,PRI,2021-03-06,19.15
Republic of Palau,,2021-01-12,2.32
Republic of Palau,,2021-01-13,4.05
Republic of Palau,,2021-01-14,4.28
Republic of Palau,,2021-01-15,6.25
Republic of Palau,,2021-01-19,10.69
Republic of Palau,,2021-01-20,11.06
Republic of Palau,,2021-01-21,13.43
Republic of Palau,,2021-01-22,13.43
Republic of Palau,,2021-01-23,14.99
Republic of Palau,,2021-01-24,17.01
Republic of Palau,,2021-01-25,17.01
Republic of Palau,,2021-01-26,17.01
Republic of Palau,,2021-01-27,17.01
Republic of Palau,,2021-01-28,17.13
Republic of Palau,,2021-01-29,17.25
Republic of Palau,,2021-01-30,17.37
Republic of Palau,,2021-01-31,17.37
Republic of Palau,,2021-02-01,17.37
Republic of Palau,,2021-02-02,17.71
Republic of Palau,,2021-02-03,18.03
Republic of Palau,,2021-02-04,18.03
Republic of Palau,,2021-02-05,18.76
Republic of Palau,,2021-02-06,18.76
Republic of Palau,,2021-02-07,19.36
Republic of Palau,,2021-02-08,19.36
Republic of Palau,,2021-02-09,19.37
Republic of Palau,,2021-02-10,19.7
Republic of Palau,,2021-02-11,21.39
Republic of Palau,,2021-02-12,21.62
Republic of Palau,,2021-02-13,23.52
Republic of Palau,,2021-02-14,24.13
Republic of Palau,,2021-02-16,26.12
Republic of Palau,,2021-02-17,27.98
Republic of Palau,,2021-02-18,29.68
Republic of Palau,,2021-02-19,31.98
Republic of Palau,,2021-02-20,33.65
Republic of Palau,,2021-02-21,35.26
Republic of Palau,,2021-02-22,35.26
Republic of Palau,,2021-02-23,39.5
Republic of Palau,,2021-02-24,39.5
Republic of Palau,,2021-02-25,45.3
Republic of Palau,,2021-02-26,45.47
Republic of Palau,,2021-02-27,45.47
Republic of Palau,,2021-02-28,45.71
Republic of Palau,,2021-03-01,45.71
Republic of Palau,,2021-03-02,45.71
Republic of Palau,,2021-03-03,45.71
Republic of Palau,,2021-03-04,45.71
Republic of Palau,,2021-03-05,45.71
Republic of Palau,,2021-03-06,45.71
Rhode Island,,2021-01-12,3.74
Rhode Island,,2021-01-13,3.97
Rhode Island,,2021-01-14,4.24
Rhode Island,,2021-01-15,4.49
Rhode Island,,2021-01-19,5.1
Rhode Island,,2021-01-20,5.34
Rhode Island,,2021-01-21,5.57
Rhode Island,,2021-01-22,5.85
Rhode Island,,2021-01-23,5.97
Rhode Island,,2021-01-24,6.38
Rhode Island,,2021-01-25,6.65
Rhode Island,,2021-01-26,6.82
Rhode Island,,2021-01-27,7.2
Rhode Island,,2021-01-28,7.56
Rhode Island,,2021-01-29,7.89
Rhode Island,,2021-01-30,8.32
Rhode Island,,2021-01-31,8.61
Rhode Island,,2021-02-01,8.9
Rhode Island,,2021-02-02,9.4
Rhode Island,,2021-02-03,9.58
Rhode Island,,2021-02-04,9.81
Rhode Island,,2021-02-05,10.1
Rhode Island,,2021-02-06,10.56
Rhode Island,,2021-02-07,11.05
Rhode Island,,2021-02-08,11.37
Rhode Island,,2021-02-09,11.52
Rhode Island,,2021-02-10,11.8
Rhode Island,,2021-02-11,12.08
Rhode Island,,2021-02-12,12.45
Rhode Island,,2021-02-13,12.92
Rhode Island,,2021-02-14,13.32
Rhode Island,,2021-02-16,13.88
Rhode Island,,2021-02-17,14.3
Rhode Island,,2021-02-18,15.1
Rhode Island,,2021-02-19,17.15
Rhode Island,,2021-02-20,18.02
Rhode Island,,2021-02-21,18.75
Rhode Island,,2021-02-22,19.45
Rhode Island,,2021-02-23,19.98
Rhode Island,,2021-02-24,20.63
Rhode Island,,2021-02-25,21.4
Rhode Island,,2021-02-26,22.17
Rhode Island,,2021-02-27,23.18
Rhode Island,,2021-02-28,24.24
Rhode Island,,2021-03-01,25.44
Rhode Island,,2021-03-02,26.03
Rhode Island,,2021-03-03,26.69
Rhode Island,,2021-03-04,27.47
Rhode Island,,2021-03-05,28.37
Rhode Island,,2021-03-06,29.29
South Carolina,,2021-01-12,1.58
South Carolina,,2021-01-13,1.94
South Carolina,,2021-01-14,2.25
South Carolina,,2021-01-15,2.37
South Carolina,,2021-01-19,3.64
South Carolina,,2021-01-20,3.74
South Carolina,,2021-01-21,4.07
South Carolina,,2021-01-22,4.45
South Carolina,,2021-01-23,4.84
South Carolina,,2021-01-24,5.42
South Carolina,,2021-01-25,5.97
South Carolina,,2021-01-26,6.16
South Carolina,,2021-01-27,6.35
South Carolina,,2021-01-28,6.99
South Carolina,,2021-01-29,7.48
South Carolina,,2021-01-30,7.92
South Carolina,,2021-01-31,8.54
South Carolina,,2021-02-01,8.99
South Carolina,,2021-02-02,9.14
South Carolina,,2021-02-03,9.31
South Carolina,,2021-02-04,9.66
South Carolina,,2021-02-05,10.08
South Carolina,,2021-02-06,10.54
South Carolina,,2021-02-07,11.05
South Carolina,,2021-02-08,11.38
South Carolina,,2021-02-09,11.38
South Carolina,,2021-02-10,11.81
South Carolina,,2021-02-11,12.21
South Carolina,,2021-02-12,12.61
South Carolina,,2021-02-13,13.11
South Carolina,,2021-02-14,13.68
South Carolina,,2021-02-16,14.34
South Carolina,,2021-02-17,14.67
South Carolina,,2021-02-18,15.11
South Carolina,,2021-02-19,16.47
South Carolina,,2021-02-20,17.09
South Carolina,,2021-02-21,17.69
South Carolina,,2021-02-22,18.11
South Carolina,,2021-02-23,18.28
South Carolina,,2021-02-24,18.91
South Carolina,,2021-02-25,19.38
South Carolina,,2021-02-26,19.91
South Carolina,,2021-02-27,20.55
South Carolina,,2021-02-28,21.1
South Carolina,,2021-03-01,21.69
South Carolina,,2021-03-02,21.81
South Carolina,,2021-03-03,22.34
South Carolina,,2021-03-04,23.36
South Carolina,,2021-03-05,23.94
South Carolina,,2021-03-06,24.95
South Dakota,,2021-01-12,5.5
South Dakota,,2021-01-13,5.73
South Dakota,,2021-01-14,6.14
South Dakota,,2021-01-15,6.46
South Dakota,,2021-01-19,6.91
South Dakota,,2021-01-20,7.07
South Dakota,,2021-01-21,7.39
South Dakota,,2021-01-22,7.98
South Dakota,,2021-01-23,8.73
South Dakota,,2021-01-24,9.09
South Dakota,,2021-01-25,9.33
South Dakota,,2021-01-26,9.36
South Dakota,,2021-01-27,9.83
South Dakota,,2021-01-28,10.37
South Dakota,,2021-01-29,10.99
South Dakota,,2021-01-30,11.63
South Dakota,,2021-01-31,11.98
South Dakota,,2021-02-01,12.17
South Dakota,,2021-02-02,12.21
South Dakota,,2021-02-03,12.54
South Dakota,,2021-02-04,13.08
South Dakota,,2021-02-05,13.74
South Dakota,,2021-02-06,14.42
South Dakota,,2021-02-07,14.86
South Dakota,,2021-02-08,15.04
South Dakota,,2021-02-09,15.06
South Dakota,,2021-02-10,15.42
South Dakota,,2021-02-11,16.02
South Dakota,,2021-02-12,16.8
South Dakota,,2021-02-13,17.52
South Dakota,,2021-02-14,18.11
South Dakota,,2021-02-16,18.41
South Dakota,,2021-02-17,18.75
South Dakota,,2021-02-18,19.35
South Dakota,,2021-02-19,24.66
South Dakota,,2021-02-20,25.53
South Dakota,,2021-02-21,26.31
South Dakota,,2021-02-22,26.67
South Dakota,,2021-02-23,26.82
South Dakota,,2021-02-24,27.44
South Dakota,,2021-02-25,28.28
South Dakota,,2021-02-26,29.34
South Dakota,,2021-02-27,30.44
South Dakota,,2021-02-28,31.46
South Dakota,,2021-03-01,31.88
South Dakota,,2021-03-02,31.94
South Dakota,,2021-03-03,32.52
South Dakota,,2021-03-04,33.32
South Dakota,,2021-03-05,34.41
South Dakota,,2021-03-06,35.56
Tennessee,,2021-01-12,3.68
Tennessee,,2021-01-13,3.88
Tennessee,,2021-01-14,3.88
Tennessee,,2021-01-15,4.44
Tennessee,,2021-01-19,5.15
Tennessee,,2021-01-20,5.25
Tennessee,,2021-01-21,5.5
Tennessee,,2021-01-22,5.88
Tennessee,,2021-01-23,6.21
Tennessee,,2021-01-24,6.62
Tennessee,,2021-01-25,6.78
Tennessee,,2021-01-26,6.85
Tennessee,,2021-01-27,7.14
Tennessee,,2021-01-28,7.47
Tennessee,,2021-01-29,7.99
Tennessee,,2021-01-30,8.41
Tennessee,,2021-01-31,8.92
Tennessee,,2021-02-01,9.2
Tennessee,,2021-02-02,9.25
Tennessee,,2021-02-03,9.63
Tennessee,,2021-02-04,10.02
Tennessee,,2021-02-05,10.52
Tennessee,,2021-02-06,11.02
Tennessee,,2021-02-07,11.58
Tennessee,,2021-02-08,11.8
Tennessee,,2021-02-09,11.89
Tennessee,,2021-02-10,12.3
Tennessee,,2021-02-11,12.69
Tennessee,,2021-02-12,13.2
Tennessee,,2021-02-13,13.57
Tennessee,,2021-02-14,14.16
Tennessee,,2021-02-16,14.54
Tennessee,,2021-02-17,14.64
Tennessee,,2021-02-18,14.85
Tennessee,,2021-02-19,15.87
Tennessee,,2021-02-20,16.08
Tennessee,,2021-02-21,16.36
Tennessee,,2021-02-22,16.56
Tennessee,,2021-02-23,16.69
Tennessee,,2021-02-24,17.22
Tennessee,,2021-02-25,17.72
Tennessee,,2021-02-26,18.41
Tennessee,,2021-02-27,19.06
Tennessee,,2021-02-28,19.91
Tennessee,,2021-03-01,20.42
Tennessee,,2021-03-02,20.58
Tennessee,,2021-03-03,21.31
Tennessee,,2021-03-04,21.86
Tennessee,,2021-03-05,22.56
Tennessee,,2021-03-06,23.15
Texas,,2021-01-12,3.14
Texas,,2021-01-13,3.37
Texas,,2021-01-14,3.6
Texas,,2021-01-15,4
Texas,,2021-01-19,4.84
Texas,,2021-01-20,5.08
Texas,,2021-01-21,5.33
Texas,,2021-01-22,5.67
Texas,,2021-01-23,5.96
Texas,,2021-01-24,6.08
Texas,,2021-01-25,6.22
Texas,,2021-01-26,6.61
Texas,,2021-01-27,6.81
Texas,,2021-01-28,7.27
Texas,,2021-01-29,7.66
Texas,,2021-01-30,8.07
Texas,,2021-01-31,8.31
Texas,,2021-02-01,8.61
Texas,,2021-02-02,8.61
Texas,,2021-02-03,9.15
Texas,,2021-02-04,9.68
Texas,,2021-02-05,10.11
Texas,,2021-02-06,10.72
Texas,,2021-02-07,11.2
Texas,,2021-02-08,11.46
Texas,,2021-02-09,11.85
Texas,,2021-02-10,12.31
Texas,,2021-02-11,12.79
Texas,,2021-02-12,13.36
Texas,,2021-02-13,13.82
Texas,,2021-02-14,14.26
Texas,,2021-02-16,14.68
Texas,,2021-02-17,14.87
Texas,,2021-02-18,14.95
Texas,,2021-02-19,15.67
Texas,,2021-02-20,15.92
Texas,,2021-02-21,16.12
Texas,,2021-02-22,16.25
Texas,,2021-02-23,16.56
Texas,,2021-02-24,16.98
Texas,,2021-02-25,17.61
Texas,,2021-02-26,18.19
Texas,,2021-02-27,18.61
Texas,,2021-02-28,19.2
Texas,,2021-03-01,19.22
Texas,,2021-03-02,20.54
Texas,,2021-03-03,21.35
Texas,,2021-03-04,22
Texas,,2021-03-05,22.73
Texas,,2021-03-06,23.55
United States,USA,2020-12-20,0.17
United States,USA,2020-12-21,0.18
United States,USA,2020-12-23,0.3
United States,USA,2020-12-26,0.59
United States,USA,2020-12-28,0.64
United States,USA,2020-12-30,0.84
United States,USA,2021-01-02,1.27
United States,USA,2021-01-04,1.37
United States,USA,2021-01-05,1.46
United States,USA,2021-01-06,1.6
United States,USA,2021-01-07,1.78
United States,USA,2021-01-08,2.01
United States,USA,2021-01-11,2.71
United States,USA,2021-01-12,2.81
United States,USA,2021-01-13,3.1
United States,USA,2021-01-14,3.36
United States,USA,2021-01-15,3.7
United States,USA,2021-01-19,4.73
United States,USA,2021-01-20,4.98
United States,USA,2021-01-21,5.29
United States,USA,2021-01-22,5.76
United States,USA,2021-01-23,6.19
United States,USA,2021-01-24,6.58
United States,USA,2021-01-25,6.85
United States,USA,2021-01-26,7.09
United States,USA,2021-01-27,7.43
United States,USA,2021-01-28,7.89
United States,USA,2021-01-29,8.4
United States,USA,2021-01-30,8.91
United States,USA,2021-01-31,9.37
United States,USA,2021-02-01,9.71
United States,USA,2021-02-02,9.87
United States,USA,2021-02-03,10.2
United States,USA,2021-02-04,10.6
United States,USA,2021-02-05,11.09
United States,USA,2021-02-06,11.76
United States,USA,2021-02-07,12.41
United States,USA,2021-02-08,12.78
United States,USA,2021-02-09,13.01
United States,USA,2021-02-10,13.49
United States,USA,2021-02-11,13.97
United States,USA,2021-02-12,14.58
United States,USA,2021-02-13,15.25
United States,USA,2021-02-14,15.93
United States,USA,2021-02-16,16.63
United States,USA,2021-02-17,16.95
United States,USA,2021-02-18,17.39
United States,USA,2021-02-19,17.95
United States,USA,2021-02-20,18.46
United States,USA,2021-02-21,19
United States,USA,2021-02-22,19.33
United States,USA,2021-02-23,19.59
United States,USA,2021-02-24,20.02
United States,USA,2021-02-25,20.56
United States,USA,2021-02-26,21.22
United States,USA,2021-02-27,21.93
United States,USA,2021-02-28,22.66
United States,USA,2021-03-01,23.16
United States,USA,2021-03-02,23.68
United States,USA,2021-03-03,24.26
United States,USA,2021-03-04,24.87
United States,USA,2021-03-05,25.61
United States,USA,2021-03-06,26.48
Utah,,2021-01-12,2.97
Utah,,2021-01-13,3.24
Utah,,2021-01-14,3.6
Utah,,2021-01-15,4
Utah,,2021-01-19,5.09
Utah,,2021-01-20,5.67
Utah,,2021-01-21,5.91
Utah,,2021-01-22,6.32
Utah,,2021-01-23,6.32
Utah,,2021-01-24,6.32
Utah,,2021-01-25,7.14
Utah,,2021-01-26,7.19
Utah,,2021-01-27,7.48
Utah,,2021-01-28,7.48
Utah,,2021-01-29,8.46
Utah,,2021-01-30,8.94
Utah,,2021-01-31,8.94
Utah,,2021-02-01,10.08
Utah,,2021-02-02,10.13
Utah,,2021-02-03,10.13
Utah,,2021-02-04,11.02
Utah,,2021-02-05,11.74
Utah,,2021-02-06,12.49
Utah,,2021-02-07,12.49
Utah,,2021-02-08,15.8
Utah,,2021-02-09,15.92
Utah,,2021-02-10,15.92
Utah,,2021-02-11,15.92
Utah,,2021-02-12,15.92
Utah,,2021-02-13,15.92
Utah,,2021-02-14,15.92
Utah,,2021-02-16,16.61
Utah,,2021-02-17,16.61
Utah,,2021-02-18,17.21
Utah,,2021-02-19,18.24
Utah,,2021-02-20,19.03
Utah,,2021-02-21,19.05
Utah,,2021-02-22,19.05
Utah,,2021-02-23,19.06
Utah,,2021-02-24,19.62
Utah,,2021-02-25,20.65
Utah,,2021-02-26,20.67
Utah,,2021-02-27,21.46
Utah,,2021-02-28,21.48
Utah,,2021-03-01,21.48
Utah,,2021-03-02,22.53
Utah,,2021-03-03,23.27
Utah,,2021-03-04,23.28
Utah,,2021-03-05,24.85
Utah,,2021-03-06,25.96
Vermont,,2021-01-12,4.13
Vermont,,2021-01-13,4.74
Vermont,,2021-01-14,4.74
Vermont,,2021-01-15,5.2
Vermont,,2021-01-19,6.5
Vermont,,2021-01-20,6.54
Vermont,,2021-01-21,6.86
Vermont,,2021-01-22,7.44
Vermont,,2021-01-23,7.92
Vermont,,2021-01-24,8.31
Vermont,,2021-01-25,8.59
Vermont,,2021-01-26,8.72
Vermont,,2021-01-27,8.88
Vermont,,2021-01-28,9.44
Vermont,,2021-01-29,9.89
Vermont,,2021-01-30,10.22
Vermont,,2021-01-31,10.77
Vermont,,2021-02-01,11.61
Vermont,,2021-02-02,11.86
Vermont,,2021-02-03,11.97
Vermont,,2021-02-04,12.37
Vermont,,2021-02-05,12.83
Vermont,,2021-02-06,13.3
Vermont,,2021-02-07,13.97
Vermont,,2021-02-08,14.48
Vermont,,2021-02-09,14.91
Vermont,,2021-02-10,15.04
Vermont,,2021-02-11,15.53
Vermont,,2021-02-12,16.03
Vermont,,2021-02-13,16.46
Vermont,,2021-02-14,17.11
Vermont,,2021-02-16,18.43
Vermont,,2021-02-17,18.58
Vermont,,2021-02-18,18.94
Vermont,,2021-02-19,20.45
Vermont,,2021-02-20,21.17
Vermont,,2021-02-21,21.98
Vermont,,2021-02-22,22.67
Vermont,,2021-02-23,23.09
Vermont,,2021-02-24,23.23
Vermont,,2021-02-25,23.69
Vermont,,2021-02-26,24.28
Vermont,,2021-02-27,25.15
Vermont,,2021-02-28,26.05
Vermont,,2021-03-01,26.93
Vermont,,2021-03-02,27.49
Vermont,,2021-03-03,27.75
Vermont,,2021-03-04,28.17
Vermont,,2021-03-05,28.78
Vermont,,2021-03-06,29.54
Virgin Islands,,2021-01-12,0.84
Virgin Islands,,2021-01-13,1.14
Virgin Islands,,2021-01-14,1.36
Virgin Islands,,2021-01-15,1.56
Virgin Islands,,2021-01-19,2.04
Virgin Islands,,2021-01-20,2.31
Virgin Islands,,2021-01-21,2.62
Virgin Islands,,2021-01-22,2.93
Virgin Islands,,2021-01-23,3.2
Virgin Islands,,2021-01-24,3.23
Virgin Islands,,2021-01-25,3.25
Virgin Islands,,2021-01-26,3.58
Virgin Islands,,2021-01-27,3.99
Virgin Islands,,2021-01-28,4.41
Virgin Islands,,2021-01-29,5.02
Virgin Islands,,2021-01-30,5.7
Virgin Islands,,2021-01-31,5.74
Virgin Islands,,2021-02-01,5.84
Virgin Islands,,2021-02-02,6.41
Virgin Islands,,2021-02-03,7.06
Virgin Islands,,2021-02-04,7.85
Virgin Islands,,2021-02-05,8.49
Virgin Islands,,2021-02-06,9.04
Virgin Islands,,2021-02-07,9.05
Virgin Islands,,2021-02-08,9.1
Virgin Islands,,2021-02-09,9.61
Virgin Islands,,2021-02-10,10.24
Virgin Islands,,2021-02-11,10.67
Virgin Islands,,2021-02-12,11.17
Virgin Islands,,2021-02-13,11.64
Virgin Islands,,2021-02-14,11.74
Virgin Islands,,2021-02-16,11.86
